Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, Cable Facade - Lead Block
appliedenergistics2:facade:0, Cable Facade - Solar Ore
appliedenergistics2:facade:0, Cable Facade - Scorched Venus Rock
appliedenergistics2:facade:0, Cable Facade - Basic Machine Frame
appliedenergistics2:facade:0, Cable Facade - Advanced Machine Frame
appliedenergistics2:facade:0, Cable Facade - Modern Machine Frame
appliedenergistics2:facade:0, Cable Facade - Dead Leaves
appliedenergistics2:facade:0, Cable Facade - Cobalt Ore
appliedenergistics2:facade:0, Cable Facade - Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Uranium Ore
appliedenergistics2:facade:0, Cable Facade - Cobalt Decoration Block
appliedenergistics2:facade:0, Cable Facade - Magnesium Decoration Block
appliedenergistics2:facade:0, Cable Facade - Nickel Decoration Block
appliedenergistics2:facade:0, Cable Facade - Copper Decoration Block
appliedenergistics2:facade:0, Cable Facade - Cobalt Block
appliedenergistics2:facade:0, Cable Facade - Nickel Block
appliedenergistics2:facade:0, Cable Facade - Magnesium Block
appliedenergistics2:facade:0, Cable Facade - Mercury Surface Rock
appliedenergistics2:facade:0, Cable Facade - Mercury Subsurface Rock
appliedenergistics2:facade:0, Cable Facade - Mercury Stone
appliedenergistics2:facade:0, Cable Facade - Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Iron Ore
appliedenergistics2:facade:0, Cable Facade - Magnesium Ore
appliedenergistics2:facade:0, Cable Facade - Diamond Ore
appliedenergistics2:facade:0, Cable Facade - Gold Ore
appliedenergistics2:facade:0, Cable Facade - Coal Ore
appliedenergistics2:facade:0, Cable Facade - Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Silicon Ore
appliedenergistics2:facade:0, Cable Facade - Aluminum Ore
appliedenergistics2:facade:0, Cable Facade - Ceres Surface Rock
appliedenergistics2:facade:0, Cable Facade - Ceres Subsurface Rock
appliedenergistics2:facade:0, Cable Facade - Dolomite Ore
appliedenergistics2:facade:0, Cable Facade - Meteoric Iron Ore
appliedenergistics2:facade:0, Cable Facade - Ceres Dungeon Top
appliedenergistics2:facade:0, Cable Facade - Ceres Dungeon Floor
appliedenergistics2:facade:0, Cable Facade - Pluto Surface Rock
appliedenergistics2:facade:0, Cable Facade - Pluto Surface Rock
appliedenergistics2:facade:0, Cable Facade - Pluto Surface Rock
appliedenergistics2:facade:0, Cable Facade - Pluto Surface Rock
appliedenergistics2:facade:0, Cable Facade - Pluto Surface Rock
appliedenergistics2:facade:0, Cable Facade - Pluto Stone
appliedenergistics2:facade:0, Cable Facade - Haumea Surface Rock
appliedenergistics2:facade:0, Cable Facade - Haumea Stone
appliedenergistics2:facade:0, Cable Facade - Haumea Cobblestone
appliedenergistics2:facade:0, Cable Facade - Aluminum Ore
appliedenergistics2:facade:0, Cable Facade - Phobos Regolite
appliedenergistics2:facade:0, Cable Facade - Phobos Stone
appliedenergistics2:facade:0, Cable Facade - Iron Ore
appliedenergistics2:facade:0, Cable Facade - Meteoric Iron Ore
appliedenergistics2:facade:0, Cable Facade - Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Desh Ore
appliedenergistics2:facade:0, Cable Facade - Io Surface Rock
appliedenergistics2:facade:0, Cable Facade - Io Stone
appliedenergistics2:facade:0, Cable Facade - Io Ash
appliedenergistics2:facade:0, Cable Facade - Copper Ore
appliedenergistics2:facade:0, Cable Facade - Sulfur Ore
appliedenergistics2:facade:0, Cable Facade - Volcanic Ore
appliedenergistics2:facade:0, Cable Facade - Io Lava Geyser
appliedenergistics2:facade:0, Cable Facade - Io Sulfur Geyser
appliedenergistics2:facade:0, Cable Facade - Io Dungeon Top
appliedenergistics2:facade:0, Cable Facade - Io Dungeon Floor
appliedenergistics2:facade:0, Cable Facade - Io Dungeon Bricks
appliedenergistics2:facade:0, Cable Facade - Europa Surface Ice
appliedenergistics2:facade:0, Cable Facade - Europa Stone
appliedenergistics2:facade:0, Cable Facade - Brown Europa Ice
appliedenergistics2:facade:0, Cable Facade - Emerald Ore
appliedenergistics2:facade:0, Cable Facade - Silicon Ore
appliedenergistics2:facade:0, Cable Facade - Aluminum Ore
appliedenergistics2:facade:0, Cable Facade - tile.europa_surface_ice_2.name
appliedenergistics2:facade:0, Cable Facade - Europa Geyser
appliedenergistics2:facade:0, Cable Facade - Europa Geyser
appliedenergistics2:facade:0, Cable Facade - Ganymede Surface Rock
appliedenergistics2:facade:0, Cable Facade - Ganymede Stone
appliedenergistics2:facade:0, Cable Facade - Magnesium Ore
appliedenergistics2:facade:0, Cable Facade - Ilmenite Ore
appliedenergistics2:facade:0, Cable Facade - Callisto Surface Rock
appliedenergistics2:facade:0, Cable Facade - Callisto Stone
appliedenergistics2:facade:0, Cable Facade - Enceladus Ice
appliedenergistics2:facade:0, Cable Facade - Enceladus Subsurface Rock
appliedenergistics2:facade:0, Cable Facade - Coal Ore
appliedenergistics2:facade:0, Cable Facade - Titan Surface Rock
appliedenergistics2:facade:0, Cable Facade - Titan Subsurface Rock
appliedenergistics2:facade:0, Cable Facade - Titan Stone
appliedenergistics2:facade:0, Cable Facade - Sapphire Ore
appliedenergistics2:facade:0, Cable Facade - Emerald Ore
appliedenergistics2:facade:0, Cable Facade - Diamond Ore
appliedenergistics2:facade:0, Cable Facade - Coal Ore
appliedenergistics2:facade:0, Cable Facade - Lapis Ore
appliedenergistics2:facade:0, Cable Facade - Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Miranda Surface Rock
appliedenergistics2:facade:0, Cable Facade - Miranda Subsurface Rock
appliedenergistics2:facade:0, Cable Facade - Miranda Stone
appliedenergistics2:facade:0, Cable Facade - Iron Ore
appliedenergistics2:facade:0, Cable Facade - Dolomite Ore
appliedenergistics2:facade:0, Cable Facade - Diamond Ore
appliedenergistics2:facade:0, Cable Facade - Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Cobalt Ore
appliedenergistics2:facade:0, Cable Facade - Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Miranda Surface Rock
appliedenergistics2:facade:0, Cable Facade - Miranda Surface Rock
appliedenergistics2:facade:0, Cable Facade - Miranda Subsurface Rock
appliedenergistics2:facade:0, Cable Facade - Miranda Subsurface Rock
appliedenergistics2:facade:0, Cable Facade - Miranda Stone
appliedenergistics2:facade:0, Cable Facade - Miranda Stone
appliedenergistics2:facade:0, Cable Facade - Miranda Ice
appliedenergistics2:facade:0, Cable Facade - Triton Surface Rock
appliedenergistics2:facade:0, Cable Facade - Triton Subsurface Rock
appliedenergistics2:facade:0, Cable Facade - Triton Stone
appliedenergistics2:facade:0, Cable Facade - Triton Geyser
appliedenergistics2:facade:0, Cable Facade - Triton Small Geyser
appliedenergistics2:facade:0, Cable Facade - Surface
appliedenergistics2:facade:0, Cable Facade - Subsurface
appliedenergistics2:facade:0, Cable Facade - Stone
appliedenergistics2:facade:0, Cable Facade - Ice Surface
appliedenergistics2:facade:0, Cable Facade - Ash Rock
appliedenergistics2:facade:0, Cable Facade - Gold Ore
appliedenergistics2:facade:0, Cable Facade - Tin Ore
appliedenergistics2:facade:0, Cable Facade - Copper Ore
appliedenergistics2:facade:0, Cable Facade - Coal Ore
appliedenergistics2:facade:0, Cable Facade - Silicon Ore
appliedenergistics2:facade:0, Cable Facade - Diamond Ore
appliedenergistics2:facade:0, Cable Facade - Rocky Surface
appliedenergistics2:facade:0, Cable Facade - Mushroom Skin
appliedenergistics2:facade:0, Cable Facade - Mushroom Geyser
appliedenergistics2:facade:0, Cable Facade - Mud
appliedenergistics2:facade:0, Cable Facade - Burnt Wood
appliedenergistics2:facade:0, Cable Facade - Frozen Wood
appliedenergistics2:facade:0, Cable Facade - Mushroom Stem
appliedenergistics2:facade:0, Cable Facade - Grass
appliedenergistics2:facade:0, Cable Facade - Tau Ceti F Dirt
appliedenergistics2:facade:0, Cable Facade - Tau Ceti F Grass
appliedenergistics2:facade:0, Cable Facade - Tau Ceti F Stone
appliedenergistics2:facade:0, Cable Facade - Barnarda C Grass
appliedenergistics2:facade:0, Cable Facade - tile.barnarda_c_grass_1.name
appliedenergistics2:facade:0, Cable Facade - Barnarda C Dirt
appliedenergistics2:facade:0, Cable Facade - Barnarda C Stone
appliedenergistics2:facade:0, Cable Facade - [WIP] Barnarda C Sandstone
appliedenergistics2:facade:0, Cable Facade - [WIP] Barnarda C Dirt
appliedenergistics2:facade:0, Cable Facade - Barnarda C Cobblestone
appliedenergistics2:facade:0, Cable Facade - Barnarda C Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Barnarda C Wood Planks
appliedenergistics2:facade:0, Cable Facade - Barnarda C Sand
appliedenergistics2:facade:0, Cable Facade - Barnarda C Violet Log
appliedenergistics2:facade:0, Cable Facade - tile.barnarda_c_birch_log.name
appliedenergistics2:facade:0, Cable Facade - Barnarda C Glowing Violet Log
appliedenergistics2:facade:0, Cable Facade - Barnarda C Leaves
appliedenergistics2:facade:0, Cable Facade - Coal Ore
appliedenergistics2:facade:0, Cable Facade - Iron Ore
appliedenergistics2:facade:0, Cable Facade - Gold Ore
appliedenergistics2:facade:0, Cable Facade - Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Lapis Ore
appliedenergistics2:facade:0, Cable Facade - Diamond Ore
appliedenergistics2:facade:0, Cable Facade - Silicon Ore
appliedenergistics2:facade:0, Cable Facade - Copper Ore
appliedenergistics2:facade:0, Cable Facade - Tin Ore
appliedenergistics2:facade:0, Cable Facade - Aluminum Ore
appliedenergistics2:facade:0, Cable Facade - Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Cobalt Ore
appliedenergistics2:facade:0, Cable Facade - Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Psidust Block
appliedenergistics2:facade:0, Cable Facade - Golem Head
appliedenergistics2:facade:0, Cable Facade - Amber Bearing Stone
appliedenergistics2:facade:0, Cable Facade - Cinnabar Ore
appliedenergistics2:facade:0, Cable Facade - Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Arcane Stone
appliedenergistics2:facade:0, Cable Facade - Arcane Stone Brick
appliedenergistics2:facade:0, Cable Facade - Ancient Stone
appliedenergistics2:facade:0, Cable Facade - Ancient Stone Tile
appliedenergistics2:facade:0, Cable Facade - Ancient Rock
appliedenergistics2:facade:0, Cable Facade - Glyphed Stone
appliedenergistics2:facade:0, Cable Facade - Ancient Barrier
appliedenergistics2:facade:0, Cable Facade - Eldritch Stone
appliedenergistics2:facade:0, Cable Facade - Porous Stone
appliedenergistics2:facade:0, Cable Facade - Greatwood Log
appliedenergistics2:facade:0, Cable Facade - Silverwood Log
appliedenergistics2:facade:0, Cable Facade - Greatwood Leaves
appliedenergistics2:facade:0, Cable Facade - Silverwood Leaves
appliedenergistics2:facade:0, Cable Facade - Greatwood Planks
appliedenergistics2:facade:0, Cable Facade - Silverwood Planks
appliedenergistics2:facade:0, Cable Facade - Amber Block
appliedenergistics2:facade:0, Cable Facade - Amber Bricks
appliedenergistics2:facade:0, Cable Facade - Block of Flesh
appliedenergistics2:facade:0, Cable Facade - Crusted Taint
appliedenergistics2:facade:0, Cable Facade - Tainted Soil
appliedenergistics2:facade:0, Cable Facade - Tainted Rock
appliedenergistics2:facade:0, Cable Facade - Taint Geyser
appliedenergistics2:facade:0, Cable Facade - Taintwood Log
appliedenergistics2:facade:0, Cable Facade - Ambient Grass Block
appliedenergistics2:facade:0, Cable Facade - Brass Block
appliedenergistics2:facade:0, Cable Facade - Thaumium Block
appliedenergistics2:facade:0, Cable Facade - Void Metal Block
appliedenergistics2:facade:0, Cable Facade - Alchemical Construct
appliedenergistics2:facade:0, Cable Facade - Advanced Alchemical Construct
appliedenergistics2:facade:0, Cable Facade - Infusion Speed Stone
appliedenergistics2:facade:0, Cable Facade - Infusion Cost Stone
appliedenergistics2:facade:0, Cable Facade - Vis Battery
appliedenergistics2:facade:0, Cable Facade - Empty Space
appliedenergistics2:facade:0, Cable Facade - Twilight Oak Wood
appliedenergistics2:facade:0, Cable Facade - Canopy Tree Wood
appliedenergistics2:facade:0, Cable Facade - Mangrove Wood
appliedenergistics2:facade:0, Cable Facade - Darkwood
appliedenergistics2:facade:0, Cable Facade - Roots
appliedenergistics2:facade:0, Cable Facade - Liveroots
appliedenergistics2:facade:0, Cable Facade - Twilight Oak Leaves
appliedenergistics2:facade:0, Cable Facade - Canopy Tree Leaves
appliedenergistics2:facade:0, Cable Facade - Mangrove Leaves
appliedenergistics2:facade:0, Cable Facade - Rainbow Oak Leaves
appliedenergistics2:facade:0, Cable Facade - Mazestone
appliedenergistics2:facade:0, Cable Facade - Mazestone Brick
appliedenergistics2:facade:0, Cable Facade - Chiseled Mazestone
appliedenergistics2:facade:0, Cable Facade - Decorative Mazestone Brick
appliedenergistics2:facade:0, Cable Facade - Cracked Mazestone Brick
appliedenergistics2:facade:0, Cable Facade - Mossy Mazestone Brick
appliedenergistics2:facade:0, Cable Facade - Mazestone Mosaic
appliedenergistics2:facade:0, Cable Facade - Mazestone Border
appliedenergistics2:facade:0, Cable Facade - Hedge
appliedenergistics2:facade:0, Cable Facade - Uncrafting Table
appliedenergistics2:facade:0, Cable Facade - Nagastone Head
appliedenergistics2:facade:0, Cable Facade - Nagastone
appliedenergistics2:facade:0, Cable Facade - Timewood
appliedenergistics2:facade:0, Cable Facade - Transwood
appliedenergistics2:facade:0, Cable Facade - Minewood
appliedenergistics2:facade:0, Cable Facade - Sortingwood
appliedenergistics2:facade:0, Cable Facade - Timewood Leaves
appliedenergistics2:facade:0, Cable Facade - Leaves of Transformation
appliedenergistics2:facade:0, Cable Facade - Miner's Leaves
appliedenergistics2:facade:0, Cable Facade - Sorting Leaves
appliedenergistics2:facade:0, Cable Facade - Timewood Clock
appliedenergistics2:facade:0, Cable Facade - Heart of Transformation
appliedenergistics2:facade:0, Cable Facade - Minewood Core
appliedenergistics2:facade:0, Cable Facade - Sortingwood Engine
appliedenergistics2:facade:0, Cable Facade - Towerwood Planks
appliedenergistics2:facade:0, Cable Facade - Encased Towerwood
appliedenergistics2:facade:0, Cable Facade - Cracked Towerwood
appliedenergistics2:facade:0, Cable Facade - Mossy Towerwood
appliedenergistics2:facade:0, Cable Facade - Infested Towerwood
appliedenergistics2:facade:0, Cable Facade - Reappearing Block
appliedenergistics2:facade:0, Cable Facade - Vanishing Block
appliedenergistics2:facade:0, Cable Facade - Locked Vanishing Block
appliedenergistics2:facade:0, Cable Facade - Unlocked Vanishing Block
appliedenergistics2:facade:0, Cable Facade - Carminite Builder
appliedenergistics2:facade:0, Cable Facade - Anti-builder
appliedenergistics2:facade:0, Cable Facade - Ghast Trap
appliedenergistics2:facade:0, Cable Facade - Carminite Reactor
appliedenergistics2:facade:0, Cable Facade - Stronghold Shield
appliedenergistics2:facade:0, Cable Facade - Aurora Block
appliedenergistics2:facade:0, Cable Facade - Underbrick
appliedenergistics2:facade:0, Cable Facade - Mossy Underbrick
appliedenergistics2:facade:0, Cable Facade - Cracked Underbrick
appliedenergistics2:facade:0, Cable Facade - Underbrick Floor
appliedenergistics2:facade:0, Cable Facade - Thorn Leaves
appliedenergistics2:facade:0, Cable Facade - Beanstalk Leaves
appliedenergistics2:facade:0, Cable Facade - Weathered Deadrock
appliedenergistics2:facade:0, Cable Facade - Cracked Deadrock
appliedenergistics2:facade:0, Cable Facade - Deadrock
appliedenergistics2:facade:0, Cable Facade - Darkwood Leaves
appliedenergistics2:facade:0, Cable Facade - Aurora Pillar
appliedenergistics2:facade:0, Cable Facade - Trollsteinn
appliedenergistics2:facade:0, Cable Facade - Wispy Cloud
appliedenergistics2:facade:0, Cable Facade - Fluffy Cloud
appliedenergistics2:facade:0, Cable Facade - Giant Cobblestone
appliedenergistics2:facade:0, Cable Facade - Giant Log
appliedenergistics2:facade:0, Cable Facade - Giant Leaves
appliedenergistics2:facade:0, Cable Facade - Giant Obsidian
appliedenergistics2:facade:0, Cable Facade - Huge Stalk
appliedenergistics2:facade:0, Cable Facade - Huge Mushgloom
appliedenergistics2:facade:0, Cable Facade - Castle Brick
appliedenergistics2:facade:0, Cable Facade - Worn Castle Brick
appliedenergistics2:facade:0, Cable Facade - Cracked Castle Brick
appliedenergistics2:facade:0, Cable Facade - Castle Roof Tile
appliedenergistics2:facade:0, Cable Facade - Mossy Castle Brick
appliedenergistics2:facade:0, Cable Facade - Thick Castle Brick
appliedenergistics2:facade:0, Cable Facade - Encased Castle Brick Pillar
